provinceName,provinceEnglishName,province_zipCode,cityName,cityEnglishName,city_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount,updateTime
山西省,Shanxi,140000,运城,Yuncheng,140800,133,0,109,0,19,0,18,0,2020-02-28 17:47:50.764
山西省,Shanxi,140000,长治,Changzhi,140400,133,0,109,0,8,0,7,0,2020-02-28 17:47:50.764
山西省,Shanxi,140000,忻州,Xinzhou,140900,133,0,109,0,7,0,7,0,2020-02-28 17:47:50.764
山西省,Shanxi,140000,吕梁,Lüliang,141100,133,0,109,0,6,0,6,0,2020-02-28 17:47:50.764
山西省,Shanxi,140000,阳泉,Yangquan,140300,133,0,109,0,4,0,4,0,2020-02-28 17:47:50.764
山西省,Shanxi,140000,临汾,Linfen,141000,133,0,109,0,2,0,2,0,2020-02-28 17:47:50.764
新疆维吾尔自治区,Xinjiang,650000,乌鲁木齐,Urumqi,650100,76,0,52,3,23,0,16,0,2020-02-28 17:47:50.764
新疆维吾尔自治区,Xinjiang,650000,伊犁州,Yili,654000,76,0,52,3,18,0,12,0,2020-02-28 17:47:50.764
新疆维吾尔自治区,Xinjiang,650000,兵团第四师,Xinjiang Production and Construction Corps 4th Division,0,76,0,52,3,10,0,6,1,2020-02-28 17:47:50.764
新疆维吾尔自治区,Xinjiang,650000,吐鲁番市,Turpan,650400,76,0,52,3,3,0,1,0,2020-02-28 17:47:50.764
新疆维吾尔自治区,Xinjiang,650000,兵团第九师,Xinjiang Production and Construction Corps 9th Division,0,76,0,52,3,4,0,2,1,2020-02-28 17:47:50.764
新疆维吾尔自治区,Xinjiang,650000,昌吉州,Changji,0,76,0,52,3,4,0,3,0,2020-02-28 17:47:50.764
新疆维吾尔自治区,Xinjiang,650000,兵团第八师石河子市,"Shihezi, Xinjiang Production and Construction Corps 8th Division",0,76,0,52,3,4,0,2,1,2020-02-28 17:47:50.764
新疆维吾尔自治区,Xinjiang,650000,巴州,Bayingolin Mongol Autonomous Prefecture,511902,76,0,52,3,3,0,3,0,2020-02-28 17:47:50.764
新疆维吾尔自治区,Xinjiang,650000,兵团第十二师,Xinjiang Production and Construction Corps 12th Division,0,76,0,52,3,3,0,3,0,2020-02-28 17:47:50.764
新疆维吾尔自治区,Xinjiang,650000,兵团第六师五家渠市,"Wujiaqu, Xinjiang Production and Construction Corps 5th Division",0,76,0,52,3,2,0,2,0,2020-02-28 17:47:50.764
新疆维吾尔自治区,Xinjiang,650000,兵团第七师,Xinjiang Production and Construction Corps 7th Division,0,76,0,52,3,1,0,1,0,2020-02-28 17:47:50.764
新疆维吾尔自治区,Xinjiang,650000,阿克苏地区,Akesu,652900,76,0,52,3,1,0,1,0,2020-02-28 17:47:50.764
吉林省,Jilin,220000,长春,Changchun,220100,93,0,73,1,45,0,37,0,2020-02-28 17:47:50.764
吉林省,Jilin,220000,四平市,Siping,220300,93,0,73,1,15,0,11,1,2020-02-28 17:47:50.764
吉林省,Jilin,220000,辽源,Liaoyuan,220400,93,0,73,1,7,0,4,0,2020-02-28 17:47:50.764
吉林省,Jilin,220000,通化,Tonghua,220500,93,0,73,1,6,0,3,0,2020-02-28 17:47:50.764
吉林省,Jilin,220000,公主岭,Gongzhuling,220381,93,0,73,1,6,0,5,0,2020-02-28 17:47:50.764
吉林省,Jilin,220000,白城,Baicheng,220800,93,0,73,1,1,0,0,0,2020-02-28 17:47:50.764
吉林省,Jilin,220000,吉林市,Jilin,220200,93,0,73,1,5,0,5,0,2020-02-28 17:47:50.764
吉林省,Jilin,220000,延边,Yanbian,222400,93,0,73,1,5,0,5,0,2020-02-28 17:47:50.764
吉林省,Jilin,220000,松原,Songyuan,220700,93,0,73,1,2,0,2,0,2020-02-28 17:47:50.764
吉林省,Jilin,220000,梅河口,Meihekou,220581,93,0,73,1,1,0,1,0,2020-02-28 17:47:50.764
云南省,Yunnan,530000,昆明,Kunming,530100,174,0,156,2,53,0,48,0,2020-02-28 17:47:50.764
云南省,Yunnan,530000,昭通,Zhaotong,530600,174,0,156,2,25,0,20,0,2020-02-28 17:47:50.764
云南省,Yunnan,530000,玉溪,Yuxi,530400,174,0,156,2,14,0,12,1,2020-02-28 17:47:50.764
云南省,Yunnan,530000,曲靖,Qujing,530300,174,0,156,2,13,0,12,0,2020-02-28 17:47:50.764
云南省,Yunnan,530000,大理州,Dali,0,174,0,156,2,13,0,12,0,2020-02-28 17:47:50.764
云南省,Yunnan,530000,红河州,Honghe,0,174,0,156,2,9,0,8,0,2020-02-28 17:47:50.764
云南省,Yunnan,530000,保山,Baoshan,530500,174,0,156,2,9,0,8,0,2020-02-28 17:47:50.764
云南省,Yunnan,530000,德宏州,Dehong,0,174,0,156,2,5,0,4,0,2020-02-28 17:47:50.764
云南省,Yunnan,530000,西双版纳,Xishuangbanna,532800,174,0,156,2,15,0,14,1,2020-02-28 17:47:50.764
云南省,Yunnan,530000,丽江,Lijiang,530700,174,0,156,2,7,0,7,0,2020-02-28 17:47:50.764
云南省,Yunnan,530000,普洱,Pu'er,530800,174,0,156,2,4,0,4,0,2020-02-28 17:47:50.764
云南省,Yunnan,530000,楚雄州,Chuxiong,0,174,0,156,2,4,0,4,0,2020-02-28 17:47:50.764
云南省,Yunnan,530000,文山州,Wenshan,0,174,0,156,2,2,0,2,0,2020-02-28 17:47:50.764
云南省,Yunnan,530000,临沧,Lincang,530900,174,0,156,2,1,0,1,0,2020-02-28 17:47:50.764
甘肃省,Gansu,620000,平凉,Pingliang,620800,91,0,82,2,9,0,6,0,2020-02-28 17:47:50.764
甘肃省,Gansu,620000,兰州,Lanzhou,620100,91,0,82,2,36,0,32,2,2020-02-28 17:47:50.764
甘肃省,Gansu,620000,定西,Dingxi,621100,91,0,82,2,9,0,8,0,2020-02-28 17:47:50.764
甘肃省,Gansu,620000,庆阳,Qingyang,621000,91,0,82,2,3,0,2,0,2020-02-28 17:47:50.764
甘肃省,Gansu,620000,天水,Tianshui,620500,91,0,82,2,12,0,12,0,2020-02-28 17:47:50.764
甘肃省,Gansu,620000,甘南,Gannan,623000,91,0,82,2,8,0,8,0,2020-02-28 17:47:50.764
甘肃省,Gansu,620000,白银,Baiyin,620400,91,0,82,2,4,0,4,0,2020-02-28 17:47:50.764
甘肃省,Gansu,620000,陇南,Longnan,621200,91,0,82,2,4,0,4,0,2020-02-28 17:47:50.764
甘肃省,Gansu,620000,临夏,Linxia,622900,91,0,82,2,3,0,3,0,2020-02-28 17:47:50.764
甘肃省,Gansu,620000,张掖,Zhangye,620700,91,0,82,2,2,0,2,0,2020-02-28 17:47:50.764
甘肃省,Gansu,620000,金昌,Jinchang,620300,91,0,82,2,1,0,1,0,2020-02-28 17:47:50.764
宁夏回族自治区,Ningxia,640000,吴忠,Wuzhong,640300,72,0,68,0,28,0,26,0,2020-02-28 17:47:50.764
宁夏回族自治区,Ningxia,640000,银川,Yinchuan,640100,72,0,68,0,33,0,32,0,2020-02-28 17:47:50.764
宁夏回族自治区,Ningxia,640000,中卫,Zhongwei,640500,72,0,68,0,4,0,3,0,2020-02-28 17:47:50.764
宁夏回族自治区,Ningxia,640000,固原,Guyuan,640400,72,0,68,0,5,0,5,0,2020-02-28 17:47:50.764
宁夏回族自治区,Ningxia,640000,宁东,Ningdong County,0,72,0,68,0,1,0,1,0,2020-02-28 17:47:50.764
宁夏回族自治区,Ningxia,640000,石嘴山,Shizuishan,640200,72,0,68,0,1,0,1,0,2020-02-28 17:47:50.764
青海省,Qinghai,630000,西宁,Xining,630100,18,0,18,0,15,0,15,0,2020-02-28 17:47:50.764
青海省,Qinghai,630000,海北州,Haibei,632200,18,0,18,0,3,0,3,0,2020-02-28 17:47:50.764
西藏自治区,Xizang,540000,拉萨,Lhasa,540100,1,0,1,0,1,0,1,0,2020-02-28 17:47:50.764
